Name,Time,Cost,Resource,Image
Electro Dragon 6,734400,14000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/00/Electro_Dragon_info.png
Electro Dragon 7,777600,16000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/00/Electro_Dragon_info.png
Electro Dragon 8,864000,20000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/00/Electro_Dragon_info.png
Electro Dragon 9,1382400,30000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/00/Electro_Dragon_info.png
Yeti 2,259200,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 3,388800,6500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 4,604800,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 5,648000,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 6,712800,14500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 7,864000,17000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Yeti 8,1339200,27500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e2/Yeti_info.png
Dragon Rider 2,518400,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Dragon_Rider_info.png
Dragon Rider 3,691200,12000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Dragon_Rider_info.png
Dragon Rider 4,820800,14500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Dragon_Rider_info.png
Dragon Rider 5,950400,22500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Dragon_Rider_info.png
Dragon Rider 6,1339200,29500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/e0/Dragon_Rider_info.png
Electro Titan 2,691200,14000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/14/Electro_Titan_info.png
Electro Titan 3,777600,16000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/14/Electro_Titan_info.png
Electro Titan 4,1036800,18500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/14/Electro_Titan_info.png
Electro Titan 5,1382400,30000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/1/14/Electro_Titan_info.png
Root Rider 2,691200,15000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7b/Root_Rider_info.png
Root Rider 3,864000,17600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7b/Root_Rider_info.png
Root Rider 4,1382400,30000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/7b/Root_Rider_info.png
Thrower 2,820800,16000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/07/Thrower_info.png
Thrower 3,907200,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/07/Thrower_info.png
Thrower 4,1296000,27000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/0/07/Thrower_info.png
Meteor Golem 2,1209600,28000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/21/Meteor_Golem_info.png
Meteor Golem 3,1382400,30000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/2/21/Meteor_Golem_info.png
Minion 2,21600,1000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 3,28800,2500,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 4,43200,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 5,86400,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 6,129600,15000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 7,151200,31500,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 8,172800,47500,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 9,259200,75000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 10,345600,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 11,388800,115000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 12,432000,160000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 13,777600,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Minion 14,1209600,335000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a4/Minion_info.png
Hog Rider 2,36000,2000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 3,64800,3500,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 4,86400,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 5,172800,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 6,194400,18500,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 7,216000,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 8,259200,47500,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 9,302400,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 10,345600,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 11,432000,107500,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 12,475200,125000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 13,561600,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 14,864000,240000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Hog Rider 15,1252800,340000,DE,https://static.wikia.nocookie.net/clashofclans/images/5/54/Hog_Rider_info.png
Valkyrie 2,28800,3000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 3,86400,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 4,129600,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 5,151200,16000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 6,172800,31500,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 7,194400,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 8,259200,77500,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 9,388800,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 10,432000,120000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 11,518400,170000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Valkyrie 12,1209600,340000,DE,https://static.wikia.nocookie.net/clashofclans/images/7/7d/Valkyrie_info.png
Golem 2,57600,4000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 3,129600,6000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 4,172800,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 5,194400,18500,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 6,216000,26500,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 7,237600,38500,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 8,259200,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 9,302400,62500,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 10,345600,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 11,432000,105000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 12,475200,122500,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 13,518400,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 14,864000,230000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Golem 15,1252800,350000,DE,https://static.wikia.nocookie.net/clashofclans/images/c/c2/Golem_info.png
Witch 2,172800,20000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 3,259200,29000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 4,302400,45000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 5,345600,62500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 6,475200,150000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 7,626400,180000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Witch 8,1339200,335000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/4a/Witch_info.png
Lava Hound 2,172800,14000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 3,216000,21500,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 4,259200,42500,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 5,345600,60000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 6,604800,80000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 7,691200,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Lava Hound 8,1317600,345000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0a/Lava_Hound_info.png
Bowler 2,172800,32500,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 3,216000,44000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 4,259200,62500,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 5,345600,85000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 6,518400,110000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 7,604800,145000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 8,648000,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 9,864000,260000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Bowler 10,1296000,360000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/da/Bowler_info.png
Ice Golem 2,172800,27500,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 3,216000,42500,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 4,280800,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 5,345600,62500,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 6,561600,110000,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 7,648000,140000,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 8,691200,180000,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Ice Golem 9,914400,280000,DE,https://static.wikia.nocookie.net/clashofclans/images/1/14/Ice_Golem_info.png
Headhunter 2,432000,57500,DE,https://static.wikia.nocookie.net/clashofclans/images/d/dd/Headhunter_info.png
Headhunter 3,604800,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/dd/Headhunter_info.png
Headhunter 4,1339200,370000,DE,https://static.wikia.nocookie.net/clashofclans/images/d/dd/Headhunter_info.png
Apprentice Warden 2,518400,90000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/27/Apprentice_Warden_info.png
Apprentice Warden 3,648000,135000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/27/Apprentice_Warden_info.png
Apprentice Warden 4,691200,160000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/27/Apprentice_Warden_info.png
Druid 2,691200,125000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Druid_info.png
Druid 3,777600,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Druid_info.png
Druid 4,950400,187500,DE,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Druid_info.png
Druid 5,1036800,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Druid_info.png
Druid 6,1339200,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/9a/Druid_info.png
Furnace 2,777600,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Furnace_info.png
Furnace 3,950400,260000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Furnace_info.png
Furnace 4,1296000,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Furnace_info.png
Ruin Witch 2,950400,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Ruin_Witch_info.png
Ruin Witch 3,1036800,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Ruin_Witch_info.png
Ruin Witch 4,1339200,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/2/23/Ruin_Witch_info.png
Lightning Spell 2,7200,50000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 3,14400,100000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 4,21600,200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 5,86400,600000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 6,129600,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 7,259200,2500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 8,302400,4200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 9,432000,6300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 10,518400,10000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 11,604800,13500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 12,864000,18500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Lightning Spell 13,1209600,27000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Lightning_Spell_info.png
Healing Spell 2,10800,75000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 3,21600,150000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 4,43200,300000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 5,86400,900000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 6,129600,1800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 7,259200,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 8,432000,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 9,561600,11000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 10,604800,14000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 11,907200,19000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Healing Spell 12,1296000,29000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/f/f2/Healing_Spell_info.png
Rage Spell 2,21600,400000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Rage Spell 3,43200,800000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Rage Spell 4,86400,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Rage Spell 5,172800,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Rage Spell 6,345600,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Rage Spell 7,1209600,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/8/8a/Rage_Spell_info.png
Jump Spell 2,86400,1000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/38/Jump_Spell_info.png
Jump Spell 3,172800,2000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/38/Jump_Spell_info.png
Jump Spell 4,345600,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/38/Jump_Spell_info.png
Jump Spell 5,432000,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/3/38/Jump_Spell_info.png
Freeze Spell 2,86400,1200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 3,129600,1700000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 4,172800,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 5,216000,4200000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 6,302400,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 7,432000,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Freeze Spell 8,1339200,28000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/e/ef/Freeze_Spell_info.png
Clone Spell 2,86400,1500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 3,172800,2500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 4,194400,3000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 5,216000,4000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 6,345600,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 7,432000,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 8,604800,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Clone Spell 9,1166400,26000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/9/91/Clone_Spell_info.png
Invisibility Spell 2,259200,5000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a3/Invisibility_Spell_info.png
Invisibility Spell 3,345600,6000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a3/Invisibility_Spell_info.png
Invisibility Spell 4,432000,7000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/a/a3/Invisibility_Spell_info.png
Recall Spell 2,604800,7500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Recall Spell 3,648000,8000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Recall Spell 4,691200,9000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Recall Spell 5,777600,13000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Recall Spell 6,950400,19000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Recall Spell 7,1382400,29000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/7/73/Recall_Spell_info.png
Revive Spell 2,604800,18000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5f/Revive_Spell_info.png
Revive Spell 3,691200,19000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5f/Revive_Spell_info.png
Revive Spell 4,993600,20000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5f/Revive_Spell_info.png
Revive Spell 5,1382400,29500000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/5/5f/Revive_Spell_info.png
Totem Spell 2,1036800,21000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d1/Totem_Spell_info.png
Totem Spell 3,1209600,22000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d1/Totem_Spell_info.png
Totem Spell 4,1382400,23000000,Elixir,https://static.wikia.nocookie.net/clashofclans/images/d/d1/Totem_Spell_info.png
Poison Spell 2,21600,5000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 3,64800,10000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 4,172800,21500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 5,259200,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 6,345600,55000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 7,432000,77500,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 8,561600,100000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 9,604800,135000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 10,691200,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 11,835200,230000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Poison Spell 12,1252800,350000,DE,https://static.wikia.nocookie.net/clashofclans/images/4/49/Poison_Spell_info.png
Earthquake Spell 2,43200,6000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 3,86400,12000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 4,259200,25500,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 5,302400,42000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 6,691200,120000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 7,777600,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Earthquake Spell 8,1166400,330000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3f/Earthquake_Spell_info.png
Haste Spell 2,86400,8000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Haste Spell 3,172800,17000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Haste Spell 4,259200,30000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Haste Spell 5,345600,38500,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Haste Spell 6,777600,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Haste Spell 7,1080000,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/b/be/Haste_Spell_info.png
Skeleton Spell 2,43200,11000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 3,86400,17000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 4,172800,25000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 5,216000,40000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 6,259200,50000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 7,345600,75000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Skeleton Spell 8,518400,135000,DE,https://static.wikia.nocookie.net/clashofclans/images/0/0f/Skeleton_Spell_info.png
Bat Spell 2,64800,13000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 3,129600,25500,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 4,194400,35000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 5,345600,47500,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 6,604800,140000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 7,734400,220000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Bat Spell 8,1123200,300000,DE,https://static.wikia.nocookie.net/clashofclans/images/3/3d/Bat_Spell_info.png
Overgrowth Spell 2,432000,62500,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Overgrowth_Spell_info.png
Overgrowth Spell 3,734400,125000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Overgrowth_Spell_info.png
Overgrowth Spell 4,864000,175000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Overgrowth_Spell_info.png
Overgrowth Spell 5,1382400,360000,DE,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Overgrowth_Spell_info.png
Ice Block Spell 2,864000,140000,DE,https://static.wikia.nocookie.net/clashofclans/images/6/66/Ice_Block_Spell_info.png
Ice Block Spell 3,950400,200000,DE,https://static.wikia.nocookie.net/clashofclans/images/6/66/Ice_Block_Spell_info.png
Ice Block Spell 4,1036800,280000,DE,https://static.wikia.nocookie.net/clashofclans/images/6/66/Ice_Block_Spell_info.png
Ice Block Spell 5,1209600,320000,DE,https://static.wikia.nocookie.net/clashofclans/images/6/66/Ice_Block_Spell_info.png
Ice Block Spell 6,1382400,380000,DE,https://static.wikia.nocookie.net/clashofclans/images/6/66/Ice_Block_Spell_info.png
Angry Spell 2,806400,150000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/92/Angry_Spell_info.png
Angry Spell 3,1036800,250000,DE,https://static.wikia.nocookie.net/clashofclans/images/9/92/Angry_Spell_info.png
